2017-02-13 8:00:40 - [INFO] --> Logowanie użytkownika: [tjasinski_s]
2017-02-13 8:02:32 - [INFO] --> Logowanie użytkownika: [ktomaszewski]
2017-02-13 8:09:20 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29322], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [352]
2017-02-13 8:09:21 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29471], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [120]
2017-02-13 8:09:21 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29472], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [318]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29473], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [346]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28335], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [225]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28337], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [226]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28337], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [226]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28338], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [227]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28339], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [259]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28339], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [259]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28340], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [441]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28340], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [441]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28738], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [342]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28739], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [108]
2017-02-13 8:09:22 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28740], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [106]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28731], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [119]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28732], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [123]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29306], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [204]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29307], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [209]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29399], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [460]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29400], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [124]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29702], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [220]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29705], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [118]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29305], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [259]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29703], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [460]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28510], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [114]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28511], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [218]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28512], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [107]
2017-02-13 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29166], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [491]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29516], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [334]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29517], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [245]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29515], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [253]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28221], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [248]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28222], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [395]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28930], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [347]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28932], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [302]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28934], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [100]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29554], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [117]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29555], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [317]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28220], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [271]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28931], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [215]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28933], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [300]
2017-02-13 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29167], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [247]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29556], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [317]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28218], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [139]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28725], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [241]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28727], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [392]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28729], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [281]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28734], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [350]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29170], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [122]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29171], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [206]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29172], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [173]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29173], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [326]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28508], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [434]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28509], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [453]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28984], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [130]
2017-02-13 8:09:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28986], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [468]
2017-02-13 8:09:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29000], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [132]
2017-02-13 8:09:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29001], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [177]
2017-02-13 8:09:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29002], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [492]
2017-02-13 8:09:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29616], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [494]
2017-02-13 8:09:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [29616], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [494]
2017-02-13 8:33:33 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28985], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [536]
2017-02-13 8:50:21 - [INFO] --> Logowanie użytkownika: [mjanek]
2017-02-13 8:51:09 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [28983], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [536]
2017-02-13 8:51:38 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Mirosław Janek], Urządzenie: [PAPIER Edmonson stacjonarne], Id urządzenia: [149], Ilość: [-1], Nr boczny pojazdu: [], Nr automatu: [328]
2017-02-13 8:51:38 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [29794], ID urządzenia: [149], Serwisant: [mjanek]
2017-02-13 8:52:35 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Mirosław Janek], Urządzenie: [PAPIER Edmonson stacjonarne], Id urządzenia: [149], Ilość: [-1], Nr boczny pojazdu: [], Nr automatu: [424]
2017-02-13 8:52:35 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [29795], ID urządzenia: [149], Serwisant: [mjanek]
2017-02-13 8:53:26 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Mirosław Janek], Urządzenie: [PAPIER Edmonson stacjonarne], Id urządzenia: [149], Ilość: [-1], Nr boczny pojazdu: [], Nr automatu: [320]
2017-02-13 8:53:26 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [29796], ID urządzenia: [149], Serwisant: [mjanek]
2017-02-13 8:54:39 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Mirosław Janek], Urządzenie: [PAPIER Edmonson stacjonarne], Id urządzenia: [149], Ilość: [-2], Nr boczny pojazdu: [], Nr automatu: [235]
2017-02-13 8:54:39 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [29797], ID urządzenia: [149], Serwisant: [mjanek]
2017-02-13 8:54:39 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [29797], ID urządzenia: [149], Serwisant: [mjanek]
2017-02-13 8:56:15 - [INFO] --> Logowanie użytkownika: [ktomaszewski]
