2017-07-03 8:06:20 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100667], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2311], Nr automatu: [5225]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101645], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2382], Nr automatu: [5341]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101646], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2718], Nr automatu: [5728]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101647], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3111], Nr automatu: [5781]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101648], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3112], Nr automatu: [5784]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101650], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3121], Nr automatu: [5802]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101651], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4410], Nr automatu: [5082]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101652], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4504], Nr automatu: [5371]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101653], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4623], Nr automatu: [5749]
2017-07-03 8:10:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [101649], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3112], Nr automatu: [5784]
2017-07-03 8:12:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100681], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5422], Nr automatu: [5711]
2017-07-03 8:12:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100682], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8048], Nr automatu: [5607]
2017-07-03 8:12:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100703], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8103], Nr automatu: [5662]
2017-07-03 8:12:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100704], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8115], Nr automatu: [5674]
2017-07-03 8:12:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [100705], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8313], Nr automatu: [5520]
2017-07-03 8:42:20 - [INFO] --> Logowanie użytkownika: [tkopyra]
2017-07-03 8:43:04 - [INFO] --> Logowanie użytkownika: [rstawieraj]
2017-07-03 8:43:25 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Rafał Stawieraj], Urządzenie: [PAPIER Edmonson stacjonarne], Id urządzenia: [149], Ilość: [-1], Nr boczny pojazdu: [], Nr automatu: [444]
2017-07-03 8:43:25 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [101715], ID urządzenia: [149], Serwisant: [rstawieraj]
