2016-12-05 14:15:34 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [5523], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2496], Nr automatu: [5199]
2016-12-05 14:15:34 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [5676], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5401], Nr automatu: [5187]
2016-12-05 14:15:34 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [3556], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7335], Nr automatu: [5441]
2016-12-05 14:15:34 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [5001], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2496], Nr automatu: [5199]
2016-12-05 14:15:34 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [5002], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2206], Nr automatu: [5101]
2016-12-05 14:19:49 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/305/2016], ID dokumentu: [543], Nazwa serisanta: [Bartosz Larkowski], ID serwisanta: [5], Nazwa urządzenia: [akceptor ( wlot )], ID urządzenia: [1], Ilość: [1]
2016-12-05 14:19:50 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/305/2016], ID dokumentu: [543], Nazwa serisanta: [Bartosz Larkowski], ID serwisanta: [5], Nazwa urządzenia: [Papier stacjonarny], ID urządzenia: [130], Ilość: [3]
2016-12-05 14:19:50 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/305/2016], ID dokumentu: [543], Nazwa serisanta: [Bartosz Larkowski], ID serwisanta: [5], Nazwa urządzenia: [walidator (NRI)], ID urządzenia: [42], Ilość: [1]
2016-12-05 14:19:50 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/305/2016], ID dokumentu: [543], Nazwa serisanta: [Bartosz Larkowski], ID serwisanta: [5], Nazwa urządzenia: [BNA], ID urządzenia: [7], Ilość: [1]
2016-12-05 14:19:50 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/305/2016], ID dokumentu: [543], Nazwa serisanta: [Bartosz Larkowski], ID serwisanta: [5], Nazwa urządzenia: [antena mifare], ID urządzenia: [3], Ilość: [1]
2016-12-05 14:21:22 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [akceptor ( wlot )], ID urządzenia: [1], Ilość: [1]
2016-12-05 14:21:22 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [CR (manualny)], ID urządzenia: [14], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [CR (manualny)], ID urządzenia: [14], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [mifare], ID urządzenia: [26], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [modem], ID urządzenia: [27], Ilość: [2]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [pinpad], ID urządzenia: [31], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [płyta pod CM], ID urządzenia: [33], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [płyta za ACM], ID urządzenia: [34], Ilość: [1]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [przejściówka do modemu], ID urządzenia: [36], Ilość: [2]
2016-12-05 14:21:23 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [sortownik], ID urządzenia: [39], Ilość: [1]
2016-12-05 14:21:24 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [ZCGVA], ID urządzenia: [44], Ilość: [1]
2016-12-05 14:21:24 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [walidator (NRI)], ID urządzenia: [42], Ilość: [1]
2016-12-05 14:21:24 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [Papier paragonowy], ID urządzenia: [128], Ilość: [1]
2016-12-05 14:21:24 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/306/2016], ID dokumentu: [544], Nazwa serisanta: [Filip Marzec], ID serwisanta: [20], Nazwa urządzenia: [Papier stacjonarny], ID urządzenia: [130], Ilość: [3]
2016-12-05 14:22:13 - [INFO] --> Logowanie użytkownika: [smiernik]
2016-12-05 14:45:04 - [INFO] --> Logowanie użytkownika: [lmazurowski]
2016-12-05 14:50:54 - [INFO] --> Logowanie użytkownika: [kwiaterski]
