2017-05-12 9:17:32 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72980], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2240], Nr automatu: [5005]
2017-05-12 9:26:32 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72944], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2468], Nr automatu: [5399]
2017-05-12 9:26:32 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72947], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2705], Nr automatu: [5270]
2017-05-12 9:26:32 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72948], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3103], Nr automatu: [5766]
2017-05-12 9:26:32 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72949], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4401], Nr automatu: [5359]
2017-05-12 9:44:40 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1013/2017], ID dokumentu: [4842], Nazwa serisanta: [Szymon Miernik], ID serwisanta: [7], Nazwa urządzenia: [BNA], ID urządzenia: [7], Ilość: [1]
2017-05-12 9:45:10 - [INFO] --> Logowanie użytkownika: [smiernik]
2017-05-12 9:48:09 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Szymon Miernik], Urządzenie: [BNA], Id urządzenia: [7], Ilość: [-1], Nr boczny pojazdu: [], Nr automatu: [539]
2017-05-12 9:48:09 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [73064], ID urządzenia: [7], Serwisant: [smiernik]
2017-05-12 9:49:13 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [73064], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [539]
2017-05-12 9:52:52 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [72776], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [555]
2017-05-12 9:55:26 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [71841], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8052], Nr automatu: [5611]
2017-05-12 9:56:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [71835], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5606], Nr automatu: [5721]
2017-05-12 9:56:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [71836], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5609], Nr automatu: [5758]
2017-05-12 9:56:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [71840], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8052], Nr automatu: [5611]
2017-05-12 9:56:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [71844], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8081], Nr automatu: [5640]
